district,rooms,size,level,max_levels,price
Яшнободский,3,61.0,3,4,38000.0
Чиланзарский,2,51.0,1,4,36000.0
Мирзо-Улугбекский,4,93.0,2,4,75000.0
Мирабадский,3,65.0,3,4,58500.0
Яшнободский,4,50.0,1,4,35000.0
Юнусабадский,3,60.0,3,4,75000.0
Учтепинский,2,48.0,4,5,28500.0
Учтепинский,2,50.0,4,4,30000.0
Чиланзарский,3,88.0,4,4,59990.0
Учтепинский,3,68.0,3,4,52500.0
Чиланзарский,3,72.0,2,9,62000.0
Чиланзарский,3,64.0,1,2,45000.0
Учтепинский,2,58.0,2,9,42200.0
Чиланзарский,3,68.0,1,4,45200.0
Мирабадский,3,72.0,2,9,82000.0
Яккасарайский,2,53.0,5,8,43000.0
Мирзо-Улугбекский,3,75.0,5,5,38000.0
Мирабадский,3,75.0,4,5,72000.0
Яккасарайский,2,79.0,13,17,101564.0
Мирабадский,2,60.0,2,9,60000.0
Мирабадский,4,121.0,6,10,109989.0
Мирзо-Улугбекский,3,54.0,1,1,35500.0
Мирзо-Улугбекский,2,49.3,4,4,39900.0
Мирзо-Улугбекский,3,64.0,3,4,39000.0
Юнусабадский,3,72.0,4,4,96000.0
Чиланзарский,2,42.0,1,4,35000.0
Яшнободский,3,65.0,4,4,55000.0
Мирзо-Улугбекский,3,64.0,3,5,52000.0
Чиланзарский,2,48.0,2,4,34500.0
Юнусабадский,2,50.0,2,4,31000.0
Яшнободский,2,65.0,2,4,68000.0
Мирзо-Улугбекский,3,115.0,4,4,87000.0
Чиланзарский,2,75.0,1,8,60000.0
Олмазорский,4,80.0,1,4,53000.0
Мирзо-Улугбекский,2,52.0,3,4,35500.0
Шайхантахурский,4,100.0,2,9,72000.0
Олмазорский,2,74.0,4,9,41000.0
Шайхантахурский,5,150.0,2,2,138000.0
Мирзо-Улугбекский,2,50.0,1,4,30000.0
Мирзо-Улугбекский,3,94.0,16,23,118000.0
Мирзо-Улугбекский,3,83.0,6,16,83000.0
Мирабадский,3,75.0,3,9,70000.0
Мирабадский,3,75.0,2,9,74000.0
Мирабадский,2,65.0,8,9,52000.0
Шайхантахурский,3,75.0,5,9,52000.0
Мирабадский,3,110.0,2,8,169000.0
Мирзо-Улугбекский,2,4.0,1,3,26000.0
Мирзо-Улугбекский,2,52.0,4,5,36500.0
Олмазорский,3,83.0,4,9,55000.0
Учтепинский,1,34.0,2,4,28500.0
Мирабадский,4,85.0,3,4,55000.0
Юнусабадский,3,78.0,4,4,55000.0
Учтепинский,2,52.0,4,5,33500.0
Мирзо-Улугбекский,2,60.0,6,9,34000.0
Мирзо-Улугбекский,1,35.0,4,4,27000.0
Чиланзарский,1,30.0,2,4,27000.0
Мирабадский,3,110.0,7,9,130000.0
Яккасарайский,1,35.0,16,16,17700.0
Учтепинский,2,42.0,4,5,28500.0
Олмазорский,3,107.0,2,7,105000.0
Яккасарайский,4,100.0,9,9,50000.0
Мирабадский,3,87.0,3,9,84000.0
Олмазорский,3,107.0,3,7,102000.0
Мирзо-Улугбекский,2,40.0,2,5,33500.0
Юнусабадский,4,78.0,1,4,52000.0
Мирзо-Улугбекский,2,55.0,5,5,35000.0
Мирзо-Улугбекский,2,50.0,4,4,33000.0
Мирзо-Улугбекский,2,50.0,5,5,35000.0
Юнусабадский,3,70.0,3,4,47000.0
Мирзо-Улугбекский,2,58.0,4,4,34996.0
Яккасарайский,1,43.0,5,16,37000.0
Яккасарайский,3,62.0,7,9,45000.0
Яккасарайский,3,63.0,7,9,45000.0
Юнусабадский,2,60.0,3,5,39000.0
Юнусабадский,2,58.0,2,4,41500.0
Юнусабадский,2,58.0,5,9,42000.0
Юнусабадский,2,58.0,5,9,42000.0
Мирзо-Улугбекский,1,42.0,1,4,26500.0
Юнусабадский,2,65.0,5,9,42000.0
Юнусабадский,2,55.0,1,9,42000.0
Юнусабадский,4,110.0,4,9,96000.0
Мирабадский,3,62.0,4,4,33000.0
Учтепинский,1,45.0,5,9,25600.0
Яккасарайский,2,47.3,7,9,52000.0
Юнусабадский,2,63.0,1,4,40000.0
Яшнободский,2,64.0,4,9,52000.0
Шайхантахурский,1,50.0,9,9,23000.0
Чиланзарский,2,60.0,2,4,38000.0
Чиланзарский,2,60.0,1,4,47500.0
Мирзо-Улугбекский,2,60.0,1,9,49000.0
Мирабадский,3,100.0,4,4,87000.0
Яккасарайский,4,120.0,1,4,132000.0
Мирзо-Улугбекский,2,65.0,3,4,56500.0
Юнусабадский,3,70.0,3,4,63000.0
Мирзо-Улугбекский,2,55.0,4,4,52500.0
Шайхантахурский,3,73.0,1,9,75000.0
Мирзо-Улугбекский,5,157.0,1,4,150000.0
Мирабадский,2,60.0,2,6,77000.0
Мирзо-Улугбекский,3,94.0,16,22,118000.0
Мирзо-Улугбекский,1,36.0,4,4,21000.0
Мирзо-Улугбекский,2,62.0,9,9,28000.0
Юнусабадский,3,75.0,3,4,43000.0
Олмазорский,4,86.0,4,5,40000.0
Сергелийский,1,32.0,1,1,16500.0
Олмазорский,3,70.0,2,5,36000.0
Юнусабадский,1,43.0,1,4,45000.0
Юнусабадский,1,43.0,3,4,39000.0
Яшнободский,2,47.2,3,4,30000.0
Юнусабадский,5,140.0,8,9,85000.0
Янгихаётский,2,63.0,2,7,26500.0
Шайхантахурский,3,85.0,4,12,53000.0
Чиланзарский,3,98.0,8,9,60000.0
Мирабадский,1,35.0,4,4,48000.0
Юнусабадский,3,80.0,1,5,50000.0
Мирабадский,2,65.0,2,9,60000.0
Чиланзарский,2,70.0,2,7,56000.0
Чиланзарский,3,77.0,1,4,48000.0
Чиланзарский,2,50.0,3,5,34500.0
Чиланзарский,2,48.0,3,4,31000.0
Чиланзарский,2,50.0,3,5,35500.0
Чиланзарский,2,60.0,4,5,37500.0
Чиланзарский,2,54.0,3,5,36500.0
Чиланзарский,1,42.0,4,9,28500.0
Чиланзарский,1,36.0,3,5,27500.0
Олмазорский,3,58.0,2,9,37751.0
Мирзо-Улугбекский,3,117.0,2,5,132000.0
Мирабадский,6,170.0,8,9,130000.0
Мирзо-Улугбекский,3,103.0,1,4,170000.0
Чиланзарский,2,45.0,1,4,39500.0
Мирабадский,2,60.0,2,6,77000.0
Мирабадский,4,120.0,1,4,132000.0
Шайхантахурский,2,65.0,2,4,56500.0
Яккасарайский,2,55.0,4,4,37000.0
Мирабадский,3,85.0,5,9,74000.0
Мирабадский,4,115.0,5,5,115000.0
Яккасарайский,2,51.0,2,4,48000.0
Юнусабадский,3,73.0,3,5,60000.0
Учтепинский,2,56.0,3,5,32000.0
Яккасарайский,1,43.0,5,16,37000.0
Чиланзарский,2,46.0,3,4,25000.0
Учтепинский,1,26.4,1,4,18500.0
Шайхантахурский,2,65.0,3,4,56500.0
Учтепинский,1,40.0,1,5,25200.0
Шайхантахурский,3,70.0,2,4,55000.0
Мирзо-Улугбекский,4,92.0,4,5,54600.0
Шайхантахурский,3,75.0,1,9,78000.0
Мирзо-Улугбекский,3,73.0,7,8,47500.0
Чиланзарский,3,67.0,2,4,52500.0
Мирабадский,2,60.0,2,6,77000.0
Сергелийский,3,71.0,3,7,52000.0
Мирзо-Улугбекский,3,75.0,5,5,39000.0
Шайхантахурский,3,75.0,2,4,67000.0
Шайхантахурский,2,65.0,3,4,56000.0
Юнусабадский,1,50.0,7,9,36998.0
Олмазорский,1,43.0,4,4,27000.0
Юнусабадский,2,60.0,2,9,52000.0
Мирабадский,2,68.0,8,8,90000.0
Олмазорский,4,85.0,3,5,78000.0
Юнусабадский,2,55.0,1,3,43500.0
Учтепинский,2,57.0,5,5,36000.0
Мирабадский,4,120.0,1,5,134500.0
Мирабадский,2,70.0,7,8,65000.0
Юнусабадский,2,58.0,2,4,45000.0
Мирабадский,3,108.0,5,10,103000.0
Яккасарайский,4,90.0,3,4,88000.0
Олмазорский,4,100.0,9,9,62500.0
Учтепинский,1,40.0,1,5,25150.0
Олмазорский,3,75.0,1,9,73000.0
Мирзо-Улугбекский,3,71.0,3,8,53000.0
Мирзо-Улугбекский,2,78.0,1,4,26500.0
Чиланзарский,5,169.0,5,9,93000.0
Юнусабадский,2,62.0,3,4,55000.0
Олмазорский,2,46.0,4,4,30000.0
Чиланзарский,2,70.0,9,12,42000.0
Яккасарайский,3,70.0,2,5,70000.0
Мирзо-Улугбекский,3,58.0,1,4,47000.0
Шайхантахурский,2,65.0,3,4,56500.0
Учтепинский,2,50.0,1,4,36000.0
Мирзо-Улугбекский,1,42.0,1,4,26500.0
Юнусабадский,2,58.0,2,4,41500.0
Мирабадский,3,64.0,4,4,38500.0
Мирзо-Улугбекский,2,50.0,4,4,35000.0
Мирзо-Улугбекский,3,100.0,6,7,75000.0
Мирзо-Улугбекский,2,45.0,3,7,45000.0
Мирзо-Улугбекский,2,38.0,4,5,35000.0
Мирзо-Улугбекский,4,86.0,2,5,80000.0
Мирзо-Улугбекский,1,38.0,3,4,42000.0
Юнусабадский,2,49.0,2,4,36000.0
Учтепинский,2,56.0,6,9,34500.0
Сергелийский,3,85.0,1,9,59000.0
Олмазорский,2,58.0,4,5,36000.0
Мирзо-Улугбекский,2,50.0,5,5,35000.0
Яшнободский,2,65.0,3,4,56500.0
Мирзо-Улугбекский,2,55.0,5,5,35000.0
Шайхантахурский,3,78.0,1,3,98000.0
Чиланзарский,2,47.0,2,4,29000.0
Мирзо-Улугбекский,2,50.0,1,4,30000.0
Мирзо-Улугбекский,2,45.0,2,5,33500.0
Чиланзарский,2,48.0,4,4,32500.0
Учтепинский,2,42.0,4,5,28500.0
Чиланзарский,2,47.0,2,4,38700.0
Мирабадский,1,40.0,4,4,46500.0
Мирзо-Улугбекский,2,66.0,6,9,33500.0
Чиланзарский,3,60.0,1,4,41500.0
Олмазорский,1,58.0,4,7,46000.0
Юнусабадский,2,59.0,2,4,57000.0
Мирабадский,4,125.0,2,4,65000.0
Мирзо-Улугбекский,2,60.0,4,4,34000.0
Мирабадский,3,135.0,3,9,88000.0
Мирзо-Улугбекский,2,50.0,3,4,33000.0
Шайхантахурский,2,78.0,3,5,71000.0
Мирзо-Улугбекский,2,48.0,4,4,28000.0
Мирзо-Улугбекский,2,56.0,3,5,31000.0
Мирзо-Улугбекский,2,45.0,3,7,45000.0
Мирзо-Улугбекский,4,86.0,2,5,80000.0
Мирзо-Улугбекский,2,56.0,5,5,31000.0
Мирзо-Улугбекский,3,72.0,4,4,80000.0
Мирабадский,3,75.0,3,4,74000.0
Шайхантахурский,2,47.0,4,4,36000.0
Мирзо-Улугбекский,2,55.0,2,3,29000.0
Мирзо-Улугбекский,2,65.0,3,4,47000.0
Мирзо-Улугбекский,2,55.0,2,2,29500.0
Мирзо-Улугбекский,3,72.0,4,5,67000.0
Мирабадский,2,64.0,4,4,52000.0
Мирзо-Улугбекский,2,60.0,5,5,31000.0
Юнусабадский,4,100.0,3,5,85000.0
Мирзо-Улугбекский,3,65.0,3,4,38000.0
Чиланзарский,1,32.0,2,5,26500.0
Чиланзарский,1,42.0,2,5,26000.0
Чиланзарский,1,45.0,2,5,29500.0
Чиланзарский,1,36.0,1,5,27500.0
Чиланзарский,2,50.0,2,4,38500.0
Чиланзарский,2,60.0,3,4,38000.0
Чиланзарский,2,50.0,1,4,35000.0
Мирзо-Улугбекский,1,40.0,3,3,30000.0
Мирзо-Улугбекский,5,100.0,4,4,48000.0
Мирзо-Улугбекский,3,115.0,2,9,115000.0
Шайхантахурский,3,71.0,2,6,45000.0
Шайхантахурский,4,90.0,5,5,65000.0
Мирзо-Улугбекский,2,60.0,4,4,44000.0
Шайхантахурский,3,72.0,4,9,60000.0
Юнусабадский,2,62.0,1,4,40500.0
Мирзо-Улугбекский,4,93.0,3,5,62000.0
Чиланзарский,3,65.0,5,5,50000.0
Учтепинский,3,70.0,5,5,40100.0
Бектемирский,4,94.0,9,9,40000.0
Чиланзарский,1,32.0,4,4,25500.0
Учтепинский,2,72.0,5,12,40000.0
Мирзо-Улугбекский,2,45.0,1,4,22000.0
Чиланзарский,2,46.0,3,5,35000.0
Мирабадский,1,45.0,3,9,59000.0
Чиланзарский,3,88.0,6,8,50000.0
Яшнободский,3,69.8,2,7,45370.0
Мирзо-Улугбекский,3,72.0,2,8,48500.0
Юнусабадский,1,38.0,4,4,26000.0
Мирзо-Улугбекский,4,85.0,2,4,69900.0
Яшнободский,2,60.0,2,6,30000.0
Мирзо-Улугбекский,3,86.0,2,5,57000.0
Шайхантахурский,2,65.0,3,4,56500.0
Яшнободский,2,60.0,6,9,80000.0
Яккасарайский,2,95.0,8,9,130000.0
Мирзо-Улугбекский,3,74.0,9,9,54000.0
Яккасарайский,2,51.14,5,5,56000.0
Учтепинский,4,80.0,2,5,51500.0
Мирзо-Улугбекский,3,105.0,5,6,86000.0
Яккасарайский,2,70.0,8,9,48000.0
Мирзо-Улугбекский,2,65.0,2,4,68000.0
Мирзо-Улугбекский,3,80.0,4,4,37000.0
Мирзо-Улугбекский,2,48.0,1,4,28000.0
Мирзо-Улугбекский,1,38.0,1,4,39500.0
Чиланзарский,1,38.0,2,4,24000.0
Яккасарайский,3,72.0,1,5,72898.0
Мирзо-Улугбекский,1,23.8,2,4,21000.0
Учтепинский,2,50.0,1,4,38000.0
Яшнободский,1,28.0,1,3,19000.0
Юнусабадский,3,68.0,4,4,70000.0
Яккасарайский,4,96.0,9,9,49000.0
Чиланзарский,2,52.0,1,4,34500.0
Яккасарайский,5,118.0,9,9,50000.0
Мирзо-Улугбекский,2,40.0,1,3,25499.0
Шайхантахурский,2,55.0,4,9,33000.0
Учтепинский,3,65.0,4,4,34200.0
Мирабадский,2,48.6,3,4,43700.0
Сергелийский,2,52.0,1,4,41000.0
Мирабадский,3,72.0,3,9,52000.0
Учтепинский,4,88.0,5,5,45000.0
Шайхантахурский,2,58.0,3,4,57000.0
Чиланзарский,2,62.0,3,4,39500.0
Чиланзарский,2,60.0,2,5,38500.0
Чиланзарский,2,50.0,2,5,35500.0
Чиланзарский,2,50.0,2,4,33500.0
Чиланзарский,1,36.0,2,4,25500.0
Чиланзарский,1,30.0,4,4,24500.0
Чиланзарский,1,40.0,3,4,28500.0
Чиланзарский,1,42.0,2,5,26500.0
Шайхантахурский,3,72.0,8,9,55000.0
Чиланзарский,2,50.0,1,4,35500.0
Чиланзарский,3,90.0,8,9,42000.0
Мирабадский,2,69.0,9,10,62000.0
Чиланзарский,2,56.0,1,4,49000.0
Учтепинский,2,80.0,8,8,41744.0
Чиланзарский,2,57.0,8,9,36000.0
Юнусабадский,2,55.0,2,4,33000.0
Яккасарайский,3,100.0,7,9,77000.0
Яккасарайский,1,39.0,1,5,27500.0
Чиланзарский,2,49.0,1,4,43000.0
Учтепинский,4,80.0,4,5,40000.0
Шайхантахурский,2,50.0,8,12,31000.0
Чиланзарский,2,44.0,1,4,30000.0
Учтепинский,2,47.0,1,4,31500.0
Мирабадский,3,65.0,4,4,35000.0
Юнусабадский,2,57.0,3,4,35500.0
Юнусабадский,4,90.0,2,4,64000.0
Юнусабадский,5,110.0,4,5,58000.0
Яшнободский,2,58.0,2,4,62000.0
Юнусабадский,2,58.0,3,9,34000.0
Юнусабадский,3,70.0,2,4,55000.0
Мирабадский,3,5.0,4,5,46600.0
Мирабадский,4,122.0,3,5,65000.0
Яккасарайский,2,48.0,5,9,23000.0
Учтепинский,2,72.0,4,6,55000.0
Сергелийский,2,59.0,2,7,25000.0
Яккасарайский,3,101.0,4,9,65000.0
Мирабадский,3,60.0,3,4,40000.0
Шайхантахурский,2,47.0,4,4,36000.0
Мирабадский,3,90.0,4,5,46700.0
Мирабадский,3,85.0,5,9,74000.0
Учтепинский,2,50.0,3,4,35000.0
Учтепинский,2,56.0,6,9,34400.0
Яккасарайский,2,48.0,5,9,23000.0
Олмазорский,3,145.0,1,4,95000.0
Чиланзарский,1,32.0,1,4,26000.0
Яшнободский,3,75.0,6,9,58000.0
Мирзо-Улугбекский,3,77.0,3,5,55000.0
Олмазорский,2,58.0,2,9,37000.0
Учтепинский,1,18.0,4,4,12300.0
Мирзо-Улугбекский,2,50.0,3,4,33500.0
Мирзо-Улугбекский,2,50.0,3,5,39000.0
Мирабадский,4,120.0,1,4,135000.0
Шайхантахурский,2,68.0,4,4,70000.0
Чиланзарский,4,76.0,3,4,59000.0
Мирзо-Улугбекский,5,110.0,2,4,78800.0
Сергелийский,2,58.0,2,5,34000.0
Яшнободский,1,18.0,3,4,11500.0
Чиланзарский,2,60.0,4,9,47000.0
Мирабадский,3,100.0,2,4,75000.0
Учтепинский,2,40.0,5,5,29000.0
Шайхантахурский,4,130.0,7,7,94000.0
Олмазорский,3,77.36,1,7,64600.0
Учтепинский,2,48.0,1,4,36500.0
Мирзо-Улугбекский,5,213.0,5,6,220000.0
Яккасарайский,4,86.0,8,9,52000.0
Учтепинский,2,51.0,1,4,35500.0
Олмазорский,3,72.0,1,5,45000.0
Чиланзарский,3,58.9,3,4,55000.0
Юнусабадский,2,70.0,2,4,68000.0
Чиланзарский,4,100.0,3,4,56000.0
Мирзо-Улугбекский,3,79.0,3,5,75000.0
Яшнободский,3,135.0,8,9,99900.0
Юнусабадский,4,177.0,5,5,179000.0
Юнусабадский,3,110.0,2,9,100000.0
Яшнободский,5,207.0,5,6,119900.0
Мирзо-Улугбекский,5,208.0,1,5,119900.0
Чиланзарский,3,105.0,5,10,126000.0
Мирзо-Улугбекский,3,121.0,5,10,109000.0
Мирабадский,3,127.0,7,12,135000.0
Мирзо-Улугбекский,1,30.0,2,4,27300.0
Шайхантахурский,3,100.0,7,9,55000.0
Чиланзарский,3,70.0,2,4,56000.0
Чиланзарский,3,70.0,2,5,46000.0
Чиланзарский,2,54.0,2,5,36500.0
Чиланзарский,2,68.0,4,4,38500.0
Чиланзарский,2,60.0,4,9,41500.0
Чиланзарский,2,50.0,2,5,35500.0
Чиланзарский,2,68.0,4,4,38500.0
Чиланзарский,1,32.0,2,4,27000.0
Чиланзарский,1,46.0,2,4,30500.0
Чиланзарский,1,32.0,2,4,28500.0
Мирабадский,4,166.0,5,9,129500.0
Чиланзарский,1,40.0,4,5,26500.0
Чиланзарский,2,45.0,1,4,36500.0
Юнусабадский,3,67.0,4,4,40000.0
Яккасарайский,2,64.0,1,5,42000.0
Чиланзарский,2,60.0,5,9,45000.0
Яшнободский,2,70.0,2,4,34500.0
Яшнободский,2,70.0,2,4,35000.0
